source_path,start_frame,end_frame,new_name
./pose_data/video_4418/video_4418_merged_scene_22_body_0.npy,0,160,4418_22_0.npy
./pose_data/video_4418/video_4418_merged_scene_23_body_0.npy,0,208,4418_23_0.npy
./pose_data/video_4418/video_4418_merged_scene_24_body_0.npy,0,69,4418_24_0.npy
./pose_data/video_4418/video_4418_merged_scene_25_body_0.npy,0,47,4418_25_0.npy
./pose_data/video_4418/video_4418_merged_scene_26_body_0.npy,0,106,4418_26_0.npy
./pose_data/video_4418/video_4418_merged_scene_28_body_0.npy,0,87,4418_28_0.npy
./pose_data/video_4418/video_4418_merged_scene_2_body_0.npy,0,65,4418_2_0.npy
./pose_data/video_4418/video_4418_merged_scene_3_body_0.npy,0,111,4418_3_0.npy
./pose_data/video_4418/video_4418_merged_scene_3_body_1.npy,0,111,4418_3_1.npy
./pose_data/video_4418/video_4418_merged_scene_4_body_0.npy,0,75,4418_4_0.npy
./pose_data/video_4418/video_4418_merged_scene_5_body_0.npy,0,92,4418_5_0.npy
./pose_data/video_4418/video_4418_merged_scene_6_body_0.npy,0,61,4418_6_0.npy
./pose_data/video_4418/video_4418_merged_scene_7_body_0.npy,0,76,4418_7_0.npy
./pose_data/video_4418/video_4418_merged_scene_8_body_0.npy,0,102,4418_8_0.npy
./pose_data/video_4419/video_4419_merged_scene_10_body_0.npy,0,110,4419_10_0.npy
./pose_data/video_4419/video_4419_merged_scene_10_body_1.npy,0,110,4419_10_1.npy
./pose_data/video_4419/video_4419_merged_scene_10_body_2.npy,0,92,4419_10_2.npy
./pose_data/video_4419/video_4419_merged_scene_11_body_0.npy,0,76,4419_11_0.npy
./pose_data/video_4419/video_4419_merged_scene_11_body_1.npy,0,76,4419_11_1.npy
./pose_data/video_4419/video_4419_merged_scene_11_body_2.npy,0,76,4419_11_2.npy
./pose_data/video_4419/video_4419_merged_scene_12_body_0.npy,0,101,4419_12_0.npy
./pose_data/video_4419/video_4419_merged_scene_13_body_0.npy,0,81,4419_13_0.npy
./pose_data/video_4419/video_4419_merged_scene_13_body_1.npy,0,81,4419_13_1.npy
./pose_data/video_4419/video_4419_merged_scene_13_body_2.npy,0,81,4419_13_2.npy
./pose_data/video_4419/video_4419_merged_scene_13_body_3.npy,0,81,4419_13_3.npy
./pose_data/video_4419/video_4419_merged_scene_13_body_4.npy,0,81,4419_13_4.npy
./pose_data/video_4419/video_4419_merged_scene_13_body_5.npy,0,81,4419_13_5.npy
./pose_data/video_4419/video_4419_merged_scene_13_body_6.npy,0,81,4419_13_6.npy
./pose_data/video_4419/video_4419_merged_scene_14_body_0.npy,0,85,4419_14_0.npy
./pose_data/video_4419/video_4419_merged_scene_14_body_1.npy,0,85,4419_14_1.npy
./pose_data/video_4419/video_4419_merged_scene_14_body_2.npy,0,85,4419_14_2.npy
./pose_data/video_4419/video_4419_merged_scene_14_body_3.npy,0,85,4419_14_3.npy
./pose_data/video_4419/video_4419_merged_scene_14_body_4.npy,0,85,4419_14_4.npy
./pose_data/video_4419/video_4419_merged_scene_14_body_5.npy,0,85,4419_14_5.npy
./pose_data/video_4419/video_4419_merged_scene_15_body_0.npy,0,94,4419_15_0.npy
./pose_data/video_4419/video_4419_merged_scene_15_body_1.npy,0,56,4419_15_1.npy
./pose_data/video_4419/video_4419_merged_scene_15_body_2.npy,0,83,4419_15_2.npy
./pose_data/video_4419/video_4419_merged_scene_15_body_3.npy,0,83,4419_15_3.npy
./pose_data/video_4419/video_4419_merged_scene_16_body_0.npy,0,483,4419_16_0.npy
./pose_data/video_4419/video_4419_merged_scene_1_body_0.npy,0,82,4419_1_0.npy
./pose_data/video_4419/video_4419_merged_scene_2_body_0.npy,0,119,4419_2_0.npy
./pose_data/video_4419/video_4419_merged_scene_2_body_1.npy,0,119,4419_2_1.npy
./pose_data/video_4419/video_4419_merged_scene_3_body_0.npy,0,250,4419_3_0.npy
./pose_data/video_4419/video_4419_merged_scene_3_body_1.npy,14,250,4419_3_1.npy
./pose_data/video_4419/video_4419_merged_scene_4_body_0.npy,0,161,4419_4_0.npy
./pose_data/video_4419/video_4419_merged_scene_4_body_1.npy,0,161,4419_4_1.npy
./pose_data/video_4419/video_4419_merged_scene_4_body_2.npy,0,161,4419_4_2.npy
./pose_data/video_4419/video_4419_merged_scene_5_body_0.npy,0,107,4419_5_0.npy
./pose_data/video_4419/video_4419_merged_scene_5_body_1.npy,0,107,4419_5_1.npy
./pose_data/video_4419/video_4419_merged_scene_5_body_2.npy,0,107,4419_5_2.npy
./pose_data/video_4419/video_4419_merged_scene_6_body_0.npy,0,63,4419_6_0.npy
./pose_data/video_4419/video_4419_merged_scene_6_body_1.npy,31,63,4419_6_1.npy
./pose_data/video_4419/video_4419_merged_scene_7_body_0.npy,0,59,4419_7_0.npy
./pose_data/video_4419/video_4419_merged_scene_7_body_1.npy,0,59,4419_7_1.npy
./pose_data/video_4419/video_4419_merged_scene_8_body_0.npy,0,73,4419_8_0.npy
./pose_data/video_4419/video_4419_merged_scene_8_body_1.npy,0,73,4419_8_1.npy
./pose_data/video_4419/video_4419_merged_scene_8_body_2.npy,0,73,4419_8_2.npy
./pose_data/video_4419/video_4419_merged_scene_9_body_0.npy,0,299,4419_9_0.npy
./pose_data/video_4419/video_4419_merged_scene_9_body_1.npy,0,134,4419_9_1.npy
./pose_data/video_4419/video_4419_merged_scene_9_body_2.npy,0,190,4419_9_2.npy
./pose_data/video_4420/video_4420_merged_scene_1_body_0.npy,0,77,4420_1_0.npy
./pose_data/video_4420/video_4420_merged_scene_1_body_1.npy,0,77,4420_1_1.npy
./pose_data/video_4420/video_4420_merged_scene_1_body_2.npy,0,77,4420_1_2.npy
./pose_data/video_4420/video_4420_merged_scene_1_body_3.npy,0,77,4420_1_3.npy
./pose_data/video_4420/video_4420_merged_scene_2_body_0.npy,0,59,4420_2_0.npy
./pose_data/video_4420/video_4420_merged_scene_2_body_1.npy,0,59,4420_2_1.npy
./pose_data/video_4420/video_4420_merged_scene_2_body_2.npy,0,59,4420_2_2.npy
./pose_data/video_4420/video_4420_merged_scene_2_body_3.npy,9,59,4420_2_3.npy
./pose_data/video_4420/video_4420_merged_scene_2_body_4.npy,19,59,4420_2_4.npy
./pose_data/video_4420/video_4420_merged_scene_3_body_0.npy,0,93,4420_3_0.npy
./pose_data/video_4420/video_4420_merged_scene_3_body_1.npy,0,93,4420_3_1.npy
./pose_data/video_4420/video_4420_merged_scene_3_body_2.npy,0,93,4420_3_2.npy
./pose_data/video_4420/video_4420_merged_scene_3_body_3.npy,0,93,4420_3_3.npy
./pose_data/video_4420/video_4420_merged_scene_3_body_4.npy,0,93,4420_3_4.npy
./pose_data/video_4420/video_4420_merged_scene_3_body_5.npy,0,93,4420_3_5.npy
./pose_data/video_4420/video_4420_merged_scene_4_body_0.npy,0,64,4420_4_0.npy
./pose_data/video_4420/video_4420_merged_scene_4_body_1.npy,12,64,4420_4_1.npy
./pose_data/video_4420/video_4420_merged_scene_4_body_2.npy,16,64,4420_4_2.npy
./pose_data/video_4420/video_4420_merged_scene_4_body_3.npy,12,64,4420_4_3.npy
./pose_data/video_4420/video_4420_merged_scene_4_body_4.npy,26,64,4420_4_4.npy
./pose_data/video_4420/video_4420_merged_scene_4_body_5.npy,12,64,4420_4_5.npy
./pose_data/video_4420/video_4420_merged_scene_4_body_6.npy,9,64,4420_4_6.npy
./pose_data/video_4420/video_4420_merged_scene_4_body_7.npy,17,64,4420_4_7.npy
./pose_data/video_4420/video_4420_merged_scene_4_body_8.npy,16,64,4420_4_8.npy
./pose_data/video_4420/video_4420_merged_scene_5_body_0.npy,0,68,4420_5_0.npy
./pose_data/video_4420/video_4420_merged_scene_5_body_1.npy,13,68,4420_5_1.npy
./pose_data/video_4420/video_4420_merged_scene_6_body_0.npy,0,101,4420_6_0.npy
./pose_data/video_4420/video_4420_merged_scene_6_body_1.npy,0,101,4420_6_1.npy
./pose_data/video_4420/video_4420_merged_scene_6_body_2.npy,14,101,4420_6_2.npy
./pose_data/video_4420/video_4420_merged_scene_6_body_3.npy,0,89,4420_6_3.npy
./pose_data/video_4421/video_4421_merged_scene_10_body_0.npy,0,134,4421_10_0.npy
./pose_data/video_4421/video_4421_merged_scene_10_body_1.npy,0,134,4421_10_1.npy
./pose_data/video_4421/video_4421_merged_scene_10_body_2.npy,0,134,4421_10_2.npy
./pose_data/video_4421/video_4421_merged_scene_10_body_3.npy,0,134,4421_10_3.npy
./pose_data/video_4421/video_4421_merged_scene_11_body_0.npy,0,250,4421_11_0.npy
./pose_data/video_4421/video_4421_merged_scene_11_body_1.npy,0,250,4421_11_1.npy
./pose_data/video_4421/video_4421_merged_scene_11_body_2.npy,0,250,4421_11_2.npy
./pose_data/video_4421/video_4421_merged_scene_11_body_3.npy,0,250,4421_11_3.npy
./pose_data/video_4421/video_4421_merged_scene_11_body_4.npy,0,250,4421_11_4.npy
./pose_data/video_4421/video_4421_merged_scene_11_body_5.npy,0,250,4421_11_5.npy
./pose_data/video_4421/video_4421_merged_scene_12_body_0.npy,0,95,4421_12_0.npy
./pose_data/video_4421/video_4421_merged_scene_12_body_1.npy,0,95,4421_12_1.npy
./pose_data/video_4421/video_4421_merged_scene_13_body_0.npy,0,62,4421_13_0.npy
./pose_data/video_4421/video_4421_merged_scene_13_body_1.npy,0,62,4421_13_1.npy
./pose_data/video_4421/video_4421_merged_scene_13_body_2.npy,0,62,4421_13_2.npy
./pose_data/video_4421/video_4421_merged_scene_13_body_3.npy,0,62,4421_13_3.npy
./pose_data/video_4421/video_4421_merged_scene_13_body_4.npy,0,62,4421_13_4.npy
./pose_data/video_4421/video_4421_merged_scene_13_body_5.npy,0,62,4421_13_5.npy
./pose_data/video_4421/video_4421_merged_scene_13_body_6.npy,0,62,4421_13_6.npy
./pose_data/video_4421/video_4421_merged_scene_14_body_0.npy,0,200,4421_14_0.npy
./pose_data/video_4421/video_4421_merged_scene_14_body_1.npy,0,200,4421_14_1.npy
./pose_data/video_4421/video_4421_merged_scene_14_body_2.npy,0,200,4421_14_2.npy
./pose_data/video_4421/video_4421_merged_scene_14_body_3.npy,0,188,4421_14_3.npy
./pose_data/video_4421/video_4421_merged_scene_14_body_4.npy,0,176,4421_14_4.npy
./pose_data/video_4421/video_4421_merged_scene_14_body_5.npy,0,200,4421_14_5.npy
./pose_data/video_4421/video_4421_merged_scene_14_body_6.npy,0,200,4421_14_6.npy
./pose_data/video_4421/video_4421_merged_scene_14_body_7.npy,0,200,4421_14_7.npy
./pose_data/video_4421/video_4421_merged_scene_15_body_0.npy,0,183,4421_15_0.npy
./pose_data/video_4421/video_4421_merged_scene_16_body_0.npy,0,128,4421_16_0.npy
./pose_data/video_4421/video_4421_merged_scene_16_body_1.npy,0,128,4421_16_1.npy
./pose_data/video_4421/video_4421_merged_scene_16_body_2.npy,0,128,4421_16_2.npy
./pose_data/video_4421/video_4421_merged_scene_16_body_3.npy,0,128,4421_16_3.npy
./pose_data/video_4421/video_4421_merged_scene_16_body_4.npy,0,128,4421_16_4.npy
./pose_data/video_4421/video_4421_merged_scene_17_body_0.npy,0,117,4421_17_0.npy
./pose_data/video_4421/video_4421_merged_scene_17_body_1.npy,0,97,4421_17_1.npy
./pose_data/video_4421/video_4421_merged_scene_18_body_0.npy,0,76,4421_18_0.npy
./pose_data/video_4421/video_4421_merged_scene_18_body_1.npy,0,76,4421_18_1.npy
./pose_data/video_4421/video_4421_merged_scene_18_body_2.npy,0,76,4421_18_2.npy
./pose_data/video_4421/video_4421_merged_scene_19_body_0.npy,0,95,4421_19_0.npy
./pose_data/video_4421/video_4421_merged_scene_19_body_1.npy,0,95,4421_19_1.npy
./pose_data/video_4421/video_4421_merged_scene_1_body_0.npy,0,131,4421_1_0.npy
./pose_data/video_4421/video_4421_merged_scene_1_body_1.npy,0,131,4421_1_1.npy
./pose_data/video_4421/video_4421_merged_scene_1_body_2.npy,0,131,4421_1_2.npy
./pose_data/video_4421/video_4421_merged_scene_1_body_3.npy,0,131,4421_1_3.npy
./pose_data/video_4421/video_4421_merged_scene_1_body_4.npy,0,131,4421_1_4.npy
./pose_data/video_4421/video_4421_merged_scene_20_body_0.npy,0,87,4421_20_0.npy
./pose_data/video_4421/video_4421_merged_scene_20_body_1.npy,0,87,4421_20_1.npy
./pose_data/video_4421/video_4421_merged_scene_20_body_2.npy,0,78,4421_20_2.npy
./pose_data/video_4421/video_4421_merged_scene_20_body_3.npy,0,87,4421_20_3.npy
./pose_data/video_4421/video_4421_merged_scene_20_body_4.npy,0,87,4421_20_4.npy
./pose_data/video_4421/video_4421_merged_scene_21_body_0.npy,0,160,4421_21_0.npy
./pose_data/video_4421/video_4421_merged_scene_21_body_1.npy,0,160,4421_21_1.npy
./pose_data/video_4421/video_4421_merged_scene_21_body_2.npy,0,160,4421_21_2.npy
./pose_data/video_4421/video_4421_merged_scene_21_body_3.npy,0,160,4421_21_3.npy
./pose_data/video_4421/video_4421_merged_scene_21_body_4.npy,20,160,4421_21_4.npy
./pose_data/video_4421/video_4421_merged_scene_21_body_5.npy,23,160,4421_21_5.npy
./pose_data/video_4421/video_4421_merged_scene_21_body_6.npy,0,160,4421_21_6.npy
./pose_data/video_4421/video_4421_merged_scene_22_body_0.npy,0,65,4421_22_0.npy
./pose_data/video_4421/video_4421_merged_scene_23_body_0.npy,0,137,4421_23_0.npy
./pose_data/video_4421/video_4421_merged_scene_23_body_1.npy,0,137,4421_23_1.npy
./pose_data/video_4421/video_4421_merged_scene_24_body_0.npy,0,74,4421_24_0.npy
./pose_data/video_4421/video_4421_merged_scene_25_body_0.npy,0,61,4421_25_0.npy
./pose_data/video_4421/video_4421_merged_scene_26_body_0.npy,0,87,4421_26_0.npy
./pose_data/video_4421/video_4421_merged_scene_27_body_0.npy,0,247,4421_27_0.npy
./pose_data/video_4421/video_4421_merged_scene_27_body_1.npy,0,247,4421_27_1.npy
./pose_data/video_4421/video_4421_merged_scene_27_body_2.npy,0,247,4421_27_2.npy
./pose_data/video_4421/video_4421_merged_scene_27_body_3.npy,0,247,4421_27_3.npy
./pose_data/video_4421/video_4421_merged_scene_28_body_0.npy,0,146,4421_28_0.npy
./pose_data/video_4421/video_4421_merged_scene_28_body_1.npy,0,131,4421_28_1.npy
./pose_data/video_4421/video_4421_merged_scene_29_body_0.npy,0,195,4421_29_0.npy
./pose_data/video_4421/video_4421_merged_scene_29_body_1.npy,0,195,4421_29_1.npy
./pose_data/video_4421/video_4421_merged_scene_2_body_0.npy,0,82,4421_2_0.npy
./pose_data/video_4421/video_4421_merged_scene_2_body_1.npy,0,82,4421_2_1.npy
./pose_data/video_4421/video_4421_merged_scene_2_body_2.npy,0,82,4421_2_2.npy
./pose_data/video_4421/video_4421_merged_scene_2_body_3.npy,0,82,4421_2_3.npy
./pose_data/video_4421/video_4421_merged_scene_30_body_0.npy,0,75,4421_30_0.npy
./pose_data/video_4421/video_4421_merged_scene_30_body_1.npy,20,75,4421_30_1.npy
./pose_data/video_4421/video_4421_merged_scene_30_body_2.npy,7,60,4421_30_2.npy
./pose_data/video_4421/video_4421_merged_scene_31_body_0.npy,0,476,4421_31_0.npy
./pose_data/video_4421/video_4421_merged_scene_32_body_0.npy,0,169,4421_32_0.npy
./pose_data/video_4421/video_4421_merged_scene_32_body_1.npy,0,169,4421_32_1.npy
./pose_data/video_4421/video_4421_merged_scene_32_body_2.npy,0,169,4421_32_2.npy
./pose_data/video_4421/video_4421_merged_scene_32_body_3.npy,0,169,4421_32_3.npy
./pose_data/video_4421/video_4421_merged_scene_33_body_0.npy,0,460,4421_33_0.npy
./pose_data/video_4421/video_4421_merged_scene_33_body_1.npy,0,460,4421_33_1.npy
./pose_data/video_4421/video_4421_merged_scene_34_body_0.npy,0,175,4421_34_0.npy
./pose_data/video_4421/video_4421_merged_scene_35_body_0.npy,0,403,4421_35_0.npy
./pose_data/video_4421/video_4421_merged_scene_35_body_1.npy,0,330,4421_35_1.npy
./pose_data/video_4421/video_4421_merged_scene_3_body_0.npy,0,94,4421_3_0.npy
./pose_data/video_4421/video_4421_merged_scene_3_body_1.npy,0,94,4421_3_1.npy
./pose_data/video_4421/video_4421_merged_scene_3_body_2.npy,0,94,4421_3_2.npy
./pose_data/video_4421/video_4421_merged_scene_3_body_3.npy,0,94,4421_3_3.npy
./pose_data/video_4421/video_4421_merged_scene_3_body_4.npy,0,94,4421_3_4.npy
./pose_data/video_4421/video_4421_merged_scene_4_body_0.npy,0,152,4421_4_0.npy
./pose_data/video_4421/video_4421_merged_scene_4_body_1.npy,54,152,4421_4_1.npy
./pose_data/video_4421/video_4421_merged_scene_5_body_0.npy,0,319,4421_5_0.npy
./pose_data/video_4421/video_4421_merged_scene_5_body_1.npy,0,319,4421_5_1.npy
./pose_data/video_4421/video_4421_merged_scene_5_body_2.npy,0,319,4421_5_2.npy
./pose_data/video_4421/video_4421_merged_scene_5_body_3.npy,0,319,4421_5_3.npy
./pose_data/video_4421/video_4421_merged_scene_5_body_4.npy,0,319,4421_5_4.npy
./pose_data/video_4421/video_4421_merged_scene_5_body_5.npy,0,319,4421_5_5.npy
./pose_data/video_4421/video_4421_merged_scene_5_body_6.npy,8,319,4421_5_6.npy
./pose_data/video_4421/video_4421_merged_scene_5_body_7.npy,41,319,4421_5_7.npy
./pose_data/video_4421/video_4421_merged_scene_6_body_0.npy,0,82,4421_6_0.npy
./pose_data/video_4421/video_4421_merged_scene_6_body_1.npy,0,82,4421_6_1.npy
./pose_data/video_4421/video_4421_merged_scene_6_body_2.npy,0,82,4421_6_2.npy
./pose_data/video_4421/video_4421_merged_scene_6_body_3.npy,0,82,4421_6_3.npy
./pose_data/video_4421/video_4421_merged_scene_6_body_4.npy,0,82,4421_6_4.npy
./pose_data/video_4421/video_4421_merged_scene_6_body_5.npy,0,82,4421_6_5.npy
./pose_data/video_4421/video_4421_merged_scene_6_body_6.npy,0,82,4421_6_6.npy
./pose_data/video_4421/video_4421_merged_scene_7_body_0.npy,0,95,4421_7_0.npy
./pose_data/video_4421/video_4421_merged_scene_7_body_1.npy,0,95,4421_7_1.npy
./pose_data/video_4421/video_4421_merged_scene_8_body_0.npy,0,112,4421_8_0.npy
./pose_data/video_4421/video_4421_merged_scene_8_body_1.npy,0,112,4421_8_1.npy
./pose_data/video_4421/video_4421_merged_scene_9_body_0.npy,0,141,4421_9_0.npy
./pose_data/video_4421/video_4421_merged_scene_9_body_1.npy,0,133,4421_9_1.npy
./pose_data/video_4421/video_4421_merged_scene_9_body_2.npy,0,141,4421_9_2.npy
./pose_data/video_4422/video_4422_merged_scene_10_body_0.npy,0,74,4422_10_0.npy
./pose_data/video_4422/video_4422_merged_scene_10_body_1.npy,0,74,4422_10_1.npy
./pose_data/video_4422/video_4422_merged_scene_10_body_2.npy,0,74,4422_10_2.npy
./pose_data/video_4422/video_4422_merged_scene_10_body_3.npy,0,74,4422_10_3.npy
./pose_data/video_4422/video_4422_merged_scene_11_body_0.npy,0,136,4422_11_0.npy
./pose_data/video_4422/video_4422_merged_scene_12_body_0.npy,0,106,4422_12_0.npy
./pose_data/video_4422/video_4422_merged_scene_12_body_1.npy,18,106,4422_12_1.npy
./pose_data/video_4422/video_4422_merged_scene_13_body_0.npy,0,200,4422_13_0.npy
./pose_data/video_4422/video_4422_merged_scene_13_body_1.npy,0,200,4422_13_1.npy
./pose_data/video_4422/video_4422_merged_scene_13_body_2.npy,0,200,4422_13_2.npy
./pose_data/video_4422/video_4422_merged_scene_14_body_0.npy,11,68,4422_14_0.npy
./pose_data/video_4422/video_4422_merged_scene_14_body_1.npy,0,68,4422_14_1.npy
./pose_data/video_4422/video_4422_merged_scene_14_body_2.npy,0,68,4422_14_2.npy
./pose_data/video_4422/video_4422_merged_scene_14_body_3.npy,0,68,4422_14_3.npy
./pose_data/video_4422/video_4422_merged_scene_14_body_4.npy,0,68,4422_14_4.npy
./pose_data/video_4422/video_4422_merged_scene_15_body_0.npy,0,165,4422_15_0.npy
./pose_data/video_4422/video_4422_merged_scene_16_body_0.npy,0,77,4422_16_0.npy
./pose_data/video_4422/video_4422_merged_scene_16_body_1.npy,0,77,4422_16_1.npy
./pose_data/video_4422/video_4422_merged_scene_17_body_0.npy,0,140,4422_17_0.npy
./pose_data/video_4422/video_4422_merged_scene_18_body_0.npy,0,82,4422_18_0.npy
./pose_data/video_4422/video_4422_merged_scene_19_body_0.npy,0,75,4422_19_0.npy
./pose_data/video_4422/video_4422_merged_scene_19_body_1.npy,0,75,4422_19_1.npy
./pose_data/video_4422/video_4422_merged_scene_19_body_2.npy,0,75,4422_19_2.npy
./pose_data/video_4422/video_4422_merged_scene_19_body_3.npy,0,75,4422_19_3.npy
./pose_data/video_4422/video_4422_merged_scene_19_body_4.npy,0,75,4422_19_4.npy
./pose_data/video_4422/video_4422_merged_scene_1_body_0.npy,0,128,4422_1_0.npy
./pose_data/video_4422/video_4422_merged_scene_1_body_1.npy,0,128,4422_1_1.npy
./pose_data/video_4422/video_4422_merged_scene_1_body_2.npy,0,128,4422_1_2.npy
./pose_data/video_4422/video_4422_merged_scene_1_body_3.npy,0,128,4422_1_3.npy
./pose_data/video_4422/video_4422_merged_scene_20_body_0.npy,0,404,4422_20_0.npy
./pose_data/video_4422/video_4422_merged_scene_21_body_0.npy,0,59,4422_21_0.npy
./pose_data/video_4422/video_4422_merged_scene_22_body_0.npy,0,80,4422_22_0.npy
./pose_data/video_4422/video_4422_merged_scene_24_body_0.npy,0,89,4422_24_0.npy
./pose_data/video_4422/video_4422_merged_scene_25_body_0.npy,0,129,4422_25_0.npy
./pose_data/video_4422/video_4422_merged_scene_25_body_1.npy,0,129,4422_25_1.npy
./pose_data/video_4422/video_4422_merged_scene_25_body_2.npy,0,129,4422_25_2.npy
./pose_data/video_4422/video_4422_merged_scene_25_body_3.npy,0,129,4422_25_3.npy
./pose_data/video_4422/video_4422_merged_scene_25_body_4.npy,0,129,4422_25_4.npy
./pose_data/video_4422/video_4422_merged_scene_25_body_5.npy,0,129,4422_25_5.npy
./pose_data/video_4422/video_4422_merged_scene_26_body_0.npy,0,116,4422_26_0.npy
./pose_data/video_4422/video_4422_merged_scene_26_body_1.npy,0,116,4422_26_1.npy
./pose_data/video_4422/video_4422_merged_scene_26_body_2.npy,0,116,4422_26_2.npy
./pose_data/video_4422/video_4422_merged_scene_26_body_3.npy,0,116,4422_26_3.npy
./pose_data/video_4422/video_4422_merged_scene_26_body_4.npy,0,116,4422_26_4.npy
./pose_data/video_4422/video_4422_merged_scene_26_body_5.npy,0,116,4422_26_5.npy
./pose_data/video_4422/video_4422_merged_scene_26_body_6.npy,0,116,4422_26_6.npy
./pose_data/video_4422/video_4422_merged_scene_26_body_7.npy,44,116,4422_26_7.npy
./pose_data/video_4422/video_4422_merged_scene_26_body_8.npy,0,116,4422_26_8.npy
./pose_data/video_4422/video_4422_merged_scene_26_body_9.npy,0,116,4422_26_9.npy
./pose_data/video_4422/video_4422_merged_scene_27_body_0.npy,0,80,4422_27_0.npy
./pose_data/video_4422/video_4422_merged_scene_27_body_1.npy,0,80,4422_27_1.npy
./pose_data/video_4422/video_4422_merged_scene_27_body_2.npy,8,80,4422_27_2.npy
./pose_data/video_4422/video_4422_merged_scene_27_body_3.npy,0,80,4422_27_3.npy
./pose_data/video_4422/video_4422_merged_scene_27_body_4.npy,0,80,4422_27_4.npy
./pose_data/video_4422/video_4422_merged_scene_27_body_5.npy,0,80,4422_27_5.npy
./pose_data/video_4422/video_4422_merged_scene_27_body_6.npy,0,55,4422_27_6.npy
./pose_data/video_4422/video_4422_merged_scene_28_body_0.npy,0,167,4422_28_0.npy
./pose_data/video_4422/video_4422_merged_scene_28_body_1.npy,0,167,4422_28_1.npy
./pose_data/video_4422/video_4422_merged_scene_28_body_2.npy,0,167,4422_28_2.npy
./pose_data/video_4422/video_4422_merged_scene_28_body_3.npy,0,167,4422_28_3.npy
./pose_data/video_4422/video_4422_merged_scene_28_body_4.npy,0,167,4422_28_4.npy
./pose_data/video_4422/video_4422_merged_scene_29_body_0.npy,0,176,4422_29_0.npy
./pose_data/video_4422/video_4422_merged_scene_29_body_1.npy,0,176,4422_29_1.npy
./pose_data/video_4422/video_4422_merged_scene_29_body_2.npy,0,176,4422_29_2.npy
./pose_data/video_4422/video_4422_merged_scene_29_body_3.npy,0,176,4422_29_3.npy
./pose_data/video_4422/video_4422_merged_scene_29_body_4.npy,0,176,4422_29_4.npy
./pose_data/video_4422/video_4422_merged_scene_29_body_5.npy,0,176,4422_29_5.npy
./pose_data/video_4422/video_4422_merged_scene_29_body_6.npy,0,176,4422_29_6.npy
./pose_data/video_4422/video_4422_merged_scene_29_body_7.npy,46,176,4422_29_7.npy
./pose_data/video_4422/video_4422_merged_scene_2_body_0.npy,0,89,4422_2_0.npy
./pose_data/video_4422/video_4422_merged_scene_2_body_1.npy,0,89,4422_2_1.npy
./pose_data/video_4422/video_4422_merged_scene_2_body_2.npy,0,89,4422_2_2.npy
./pose_data/video_4422/video_4422_merged_scene_2_body_3.npy,0,89,4422_2_3.npy
./pose_data/video_4422/video_4422_merged_scene_2_body_4.npy,0,89,4422_2_4.npy
./pose_data/video_4422/video_4422_merged_scene_3_body_0.npy,0,76,4422_3_0.npy
./pose_data/video_4422/video_4422_merged_scene_4_body_0.npy,0,146,4422_4_0.npy
